,Open,High,Low,Close,Volume
2025-10-02,344.11111790341386,345.06526189168704,341.4673167637676,343.8427734375,5198000
2025-10-03,344.001815110234,351.00889146755173,343.8924996839986,347.7091064453125,5199700
2025-10-06,347.8780301665832,348.98125437972465,342.2525026965867,347.1524658203125,4735600
2025-10-07,347.9277357648328,352.28106145798284,347.9277357648328,350.27337646484375,5044600
2025-10-08,351.62509100999563,352.83766108671625,348.96142242562325,349.2198181152344,3927500
2025-10-09,349.3291874428617,350.7206539366885,343.47504904123696,344.9261779785156,4434800
2025-10-10,345.5125616214063,348.26567840170134,341.15923571248493,341.5567932128906,6296200
2025-10-13,341.62637843614846,345.542382044629,338.6546004433016,341.20892333984375,4030700
2025-10-14,338.92291302621754,347.87804134340314,338.147665347519,346.2579650878906,5731000
2025-10-15,346.257998556928,347.9476255421836,341.90467258202773,343.5843811035156,3778200
2025-10-16,342.89855625648124,343.5843557955295,332.134536662548,333.3570251464844,6241500
2025-10-17,335.7125955212286,341.3580210797031,334.947296593821,339.8075256347656,6267100
2025-10-20,339.8174432876053,342.8588020632433,336.8754814672657,342.3121643066406,4665000
2025-10-21,341.03000910533115,347.5202328604371,340.9107448931331,345.0950927734375,4121800
2025-10-22,345.7014160136996,346.0492902102693,342.4016310416165,343.2563781738281,5074400
2025-10-23,344.0912809348041,345.0354762117039,342.36185878494393,343.85272216796875,7217200
2025-10-24,346.07911174729423,346.95372615282054,343.21664909155203,345.26409912109375,3576700
2025-10-27,346.8742212893751,347.39104302059707,342.9085343108621,345.701416015625,5400300
2025-10-28,346.45674695752103,347.75879550642543,344.3894298156831,344.7869873046875,7445400
2025-10-29,343.89248419686095,348.8421615073119,336.9351217998146,339.20123291015625,8361700
2025-10-30,340.13549375378375,347.5898102579444,339.7081202204845,342.9283752441406,6411800
2025-10-31,339.9963239570451,340.91073343932777,336.1101670694934,338.66448974609375,7301600
2025-11-03,338.9229020342244,339.13161439011145,332.78055290746187,334.8478698730469,5538000
2025-11-04,334.43049423428437,338.247100960414,332.2140663575749,338.2272033691406,5920200
2025-11-05,338.0582286760407,340.02614882560056,334.31117282530045,337.9687805175781,4984600
